coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
261224,http://bisque.cyverse.org/image_service/image/00-bzTR5tcEcpasNRL4rrBKLN?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-bzTR5tcEcpasNRL4rrBKLN?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-bzTR5tcEcpasNRL4rrBKLN?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-bzTR5tcEcpasNRL4rrBKLN?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:810c5616-d931-46f1-8961-8447fbd9f902,"2016-10-11 09:52:05",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261224,StillImage,Photograph,en
261225,http://bisque.cyverse.org/image_service/image/00-esp7tJ7ggpWXx5MG5iEuEk?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-esp7tJ7ggpWXx5MG5iEuEk?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-esp7tJ7ggpWXx5MG5iEuEk?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-esp7tJ7ggpWXx5MG5iEuEk?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b689d3c7-a521-4ca0-a954-c17db24a3edf,"2016-10-11 09:52:08",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261225,StillImage,Photograph,en
261226,http://bisque.cyverse.org/image_service/image/00-bZXoziDL4QrTnTKfvUoKVD?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-bZXoziDL4QrTnTKfvUoKVD?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-bZXoziDL4QrTnTKfvUoKVD?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-bZXoziDL4QrTnTKfvUoKVD?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2bda948c-1212-46c8-8f06-b7b1bc2fdd7f,"2016-10-11 09:52:11",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261226,StillImage,Photograph,en
261228,http://bisque.cyverse.org/image_service/image/00-BMLDWLhViarqb9opaophK4?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-BMLDWLhViarqb9opaophK4?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-BMLDWLhViarqb9opaophK4?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-BMLDWLhViarqb9opaophK4?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:1c885ded-e315-4676-83d2-4b326ee3caff,"2016-10-11 09:52:14",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261228,StillImage,Photograph,en
261227,http://bisque.cyverse.org/image_service/image/00-nmWBJgLSGB7328KDBDVXsk?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-nmWBJgLSGB7328KDBDVXsk?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-nmWBJgLSGB7328KDBDVXsk?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-nmWBJgLSGB7328KDBDVXsk?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2e4cea0c-fb9c-4c07-b4c4-e45d00485e59,"2016-10-11 09:52:17",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261227,StillImage,Photograph,en
261229,http://bisque.cyverse.org/image_service/image/00-YagL9nt9QMDmDhsYy3JA8b?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-YagL9nt9QMDmDhsYy3JA8b?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-YagL9nt9QMDmDhsYy3JA8b?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-YagL9nt9QMDmDhsYy3JA8b?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:558f2e8c-3e1e-45f4-98d3-c36c10f39639,"2016-10-11 09:52:20",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261229,StillImage,Photograph,en
261230,http://bisque.cyverse.org/image_service/image/00-MfnQCqjymUMq5y8KeVNBZ9?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-MfnQCqjymUMq5y8KeVNBZ9?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-MfnQCqjymUMq5y8KeVNBZ9?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-MfnQCqjymUMq5y8KeVNBZ9?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:07b2e99a-33ba-46f2-a6e6-0be5941812f8,"2016-10-11 09:52:23",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261230,StillImage,Photograph,en
118992,http://bisque.cyverse.org/image_service/image/00-q8AG7oiWFu28ktREc47ZHP?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-q8AG7oiWFu28ktREc47ZHP?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-q8AG7oiWFu28ktREc47ZHP?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-q8AG7oiWFu28ktREc47ZHP?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:8a7ae447-a55d-4bea-9f8d-619ac9368509,"2016-10-11 09:52:27",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=118992,StillImage,Photograph,en
261231,http://bisque.cyverse.org/image_service/image/00-3RZUS9CBkavgUAi2Z2MaMN?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-3RZUS9CBkavgUAi2Z2MaMN?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-3RZUS9CBkavgUAi2Z2MaMN?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-3RZUS9CBkavgUAi2Z2MaMN?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:fb249c32-ec29-424f-a8a1-f330599b7446,"2016-10-11 09:52:30",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261231,StillImage,Photograph,en
118990,http://bisque.cyverse.org/image_service/image/00-RmRzV4VXfjBae5XDrb62qG?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-RmRzV4VXfjBae5XDrb62qG?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-RmRzV4VXfjBae5XDrb62qG?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-RmRzV4VXfjBae5XDrb62qG?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:a28eac73-4447-4adb-9aa2-54afca721806,"2016-10-11 09:52:33",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=118990,StillImage,Photograph,en
118991,http://bisque.cyverse.org/image_service/image/00-aSXNXzMUrYXKBTTapa8s7c?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-aSXNXzMUrYXKBTTapa8s7c?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-aSXNXzMUrYXKBTTapa8s7c?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-aSXNXzMUrYXKBTTapa8s7c?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:cf837ca3-dc57-4b10-bb25-da46cfd00afc,"2016-10-11 09:52:36",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=118991,StillImage,Photograph,en
261232,http://bisque.cyverse.org/image_service/image/00-DU53PcQXNsNpK9gsVw5ezL?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-DU53PcQXNsNpK9gsVw5ezL?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-DU53PcQXNsNpK9gsVw5ezL?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-DU53PcQXNsNpK9gsVw5ezL?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:1f34c457-417e-4f89-9cd3-fe095839cd67,"2016-10-11 09:52:41",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261232,StillImage,Photograph,en
261235,http://bisque.cyverse.org/image_service/image/00-EpAAqExmGSfTTxGMeFDdX?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-EpAAqExmGSfTTxGMeFDdX?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-EpAAqExmGSfTTxGMeFDdX?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-EpAAqExmGSfTTxGMeFDdX?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:0d0c2c0b-89a3-4425-862d-64c13bcb4896,"2016-10-11 09:52:45",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261235,StillImage,Photograph,en
261234,http://bisque.cyverse.org/image_service/image/00-kHswgiNpLLLapJ5nD6ZCKQ?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-kHswgiNpLLLapJ5nD6ZCKQ?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-kHswgiNpLLLapJ5nD6ZCKQ?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-kHswgiNpLLLapJ5nD6ZCKQ?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:f2482155-acfc-4cd3-a8b5-28a05b94bc3d,"2016-10-11 09:52:49",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261234,StillImage,Photograph,en
118993,http://bisque.cyverse.org/image_service/image/00-RJecYoPqu4RkqAcm3i4ZLJ?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-RJecYoPqu4RkqAcm3i4ZLJ?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-RJecYoPqu4RkqAcm3i4ZLJ?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-RJecYoPqu4RkqAcm3i4ZLJ?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:d57227e3-58a0-4e8c-ac6b-17db1d24fb27,"2016-10-11 09:52:52",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=118993,StillImage,Photograph,en
261233,http://bisque.cyverse.org/image_service/image/00-QBs4ZzNcVfqeBAnQJCDNvf?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-QBs4ZzNcVfqeBAnQJCDNvf?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-QBs4ZzNcVfqeBAnQJCDNvf?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-QBs4ZzNcVfqeBAnQJCDNvf?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:3e0cfa5d-d888-42b4-a53d-2ed07ae098f1,"2016-10-11 09:52:56",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261233,StillImage,Photograph,en
261236,http://bisque.cyverse.org/image_service/image/00-giuLExS3CdP6NJRDQiNHeF?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-giuLExS3CdP6NJRDQiNHeF?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-giuLExS3CdP6NJRDQiNHeF?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-giuLExS3CdP6NJRDQiNHeF?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:46092dde-9c7d-4df8-adff-70760b577653,"2016-10-11 09:53:00",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261236,StillImage,Photograph,en
261247,http://bisque.cyverse.org/image_service/image/00-QHfFggpU9QDgE6R7upwzTC?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-QHfFggpU9QDgE6R7upwzTC?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-QHfFggpU9QDgE6R7upwzTC?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-QHfFggpU9QDgE6R7upwzTC?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:dbc6d016-3cff-4083-9b07-8d2ee8a7da96,"2016-10-11 09:53:04",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261247,StillImage,Photograph,en
261245,http://bisque.cyverse.org/image_service/image/00-LD3byqHWSva4mu2jubzkh6?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-LD3byqHWSva4mu2jubzkh6?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-LD3byqHWSva4mu2jubzkh6?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-LD3byqHWSva4mu2jubzkh6?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:1c7b126b-cace-4221-b199-37425f8f764c,"2016-10-11 09:53:08",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261245,StillImage,Photograph,en
261243,http://bisque.cyverse.org/image_service/image/00-3JPerPWXY86z8zkpgbcrrK?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-3JPerPWXY86z8zkpgbcrrK?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-3JPerPWXY86z8zkpgbcrrK?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-3JPerPWXY86z8zkpgbcrrK?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7f623902-af94-47c5-808d-d32c6e41f2e7,"2016-10-11 09:53:13",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261243,StillImage,Photograph,en
261242,http://bisque.cyverse.org/image_service/image/00-MvjnrfCSdRKMiH8uAVZ3wD?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-MvjnrfCSdRKMiH8uAVZ3wD?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-MvjnrfCSdRKMiH8uAVZ3wD?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-MvjnrfCSdRKMiH8uAVZ3wD?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:add0ca85-2b14-43c2-bd9b-7c54d8801d85,"2016-10-11 09:53:16",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261242,StillImage,Photograph,en
261244,http://bisque.cyverse.org/image_service/image/00-3HhEXX2aRs4g5CcziSHFHd?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-3HhEXX2aRs4g5CcziSHFHd?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-3HhEXX2aRs4g5CcziSHFHd?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-3HhEXX2aRs4g5CcziSHFHd?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:ca500940-15ce-4b5b-9376-38117d543227,"2016-10-11 09:53:19",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261244,StillImage,Photograph,en
261241,http://bisque.cyverse.org/image_service/image/00-Gt8CkTZm7HjaZ7GHjYtgZg?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-Gt8CkTZm7HjaZ7GHjYtgZg?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-Gt8CkTZm7HjaZ7GHjYtgZg?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-Gt8CkTZm7HjaZ7GHjYtgZg?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:a5cadf48-af00-4be4-a2e1-67597add8aa2,"2016-10-11 09:53:22",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261241,StillImage,Photograph,en
261239,http://bisque.cyverse.org/image_service/image/00-jVeffwhgg6zLDkHNMZJ79b?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-jVeffwhgg6zLDkHNMZJ79b?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-jVeffwhgg6zLDkHNMZJ79b?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-jVeffwhgg6zLDkHNMZJ79b?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:ba5bd52c-5737-4997-89f0-8f1500b5e9a8,"2016-10-11 09:53:31",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261239,StillImage,Photograph,en
261238,http://bisque.cyverse.org/image_service/image/00-Sg3JkSRLbnZE6vLWV8kNPC?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-Sg3JkSRLbnZE6vLWV8kNPC?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-Sg3JkSRLbnZE6vLWV8kNPC?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-Sg3JkSRLbnZE6vLWV8kNPC?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:c8f74dc8-3771-4abc-af58-96b4c36558f5,"2016-10-11 09:53:35",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261238,StillImage,Photograph,en
261237,http://bisque.cyverse.org/image_service/image/00-yKQ8uu3nEqBLWTEDDYBeiP?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-yKQ8uu3nEqBLWTEDDYBeiP?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-yKQ8uu3nEqBLWTEDDYBeiP?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-yKQ8uu3nEqBLWTEDDYBeiP?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:88eac7ca-74bc-4df7-a88f-df20c2a73bc4,"2016-10-11 09:53:39",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261237,StillImage,Photograph,en
261249,http://bisque.cyverse.org/image_service/image/00-2gmsHDMahfykbNVWKi7P2H?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-2gmsHDMahfykbNVWKi7P2H?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-2gmsHDMahfykbNVWKi7P2H?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-2gmsHDMahfykbNVWKi7P2H?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b6b60a6e-20a2-44f2-b53c-194bd36e51ca,"2016-10-11 09:53:43",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261249,StillImage,Photograph,en
261254,http://bisque.cyverse.org/image_service/image/00-GxSYhwkP8BmGdqtpEHabEL?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-GxSYhwkP8BmGdqtpEHabEL?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-GxSYhwkP8BmGdqtpEHabEL?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-GxSYhwkP8BmGdqtpEHabEL?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:63255ba2-bc9b-493b-b291-090ed015f5b4,"2016-10-11 09:53:47",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261254,StillImage,Photograph,en
261253,http://bisque.cyverse.org/image_service/image/00-SmfUY3bVzVE7yyPQSCswhZ?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-SmfUY3bVzVE7yyPQSCswhZ?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-SmfUY3bVzVE7yyPQSCswhZ?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-SmfUY3bVzVE7yyPQSCswhZ?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:9ddbd899-1b75-42b1-9f1b-2c3c983dcd26,"2016-10-11 09:53:50",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261253,StillImage,Photograph,en
261251,http://bisque.cyverse.org/image_service/image/00-Q38apc2CywjY9zv94sTopJ?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-Q38apc2CywjY9zv94sTopJ?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-Q38apc2CywjY9zv94sTopJ?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-Q38apc2CywjY9zv94sTopJ?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:283d763e-52d2-45ef-8102-fd40adbf2478,"2016-10-11 09:53:53",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261251,StillImage,Photograph,en
261252,http://bisque.cyverse.org/image_service/image/00-vCsez9uuyLb5AxUeccV757?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-vCsez9uuyLb5AxUeccV757?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-vCsez9uuyLb5AxUeccV757?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-vCsez9uuyLb5AxUeccV757?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:fcb136ef-95a9-4ccc-a01b-57ea5824d531,"2016-10-11 09:53:56",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261252,StillImage,Photograph,en
261255,http://bisque.cyverse.org/image_service/image/00-gkERYwxhECeQPkDbtHdjKC?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-gkERYwxhECeQPkDbtHdjKC?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-gkERYwxhECeQPkDbtHdjKC?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-gkERYwxhECeQPkDbtHdjKC?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5ab889fd-83f8-4f00-ae10-2b918ab75d5d,"2016-10-11 09:54:00",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261255,StillImage,Photograph,en
261256,http://bisque.cyverse.org/image_service/image/00-gFfuTi2tkX9vdduzKY2sJX?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-gFfuTi2tkX9vdduzKY2sJX?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-gFfuTi2tkX9vdduzKY2sJX?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-gFfuTi2tkX9vdduzKY2sJX?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:37737dfb-9cb2-46f0-ab27-86cc5d030d6b,"2016-10-11 09:54:05",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=261256,StillImage,Photograph,en
