id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
269334,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,00056aca-1cbb-4a22-bb4e-b7972db7a766,HWR-0003027,101754,,,,,Juncaceae,"Juncus coriaceus",50829,Mackenzie,Juncus,coriaceus,,,"Knapp, Wesley",,,,,,,"Ravenel, H.",,1866-06-29,1866,6,29,180,,,,"in pond of my farm""""",,,,,,,,,,,,,,"United States","South Carolina","Aiken County",,"Aiken, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:0e0135c0-fb67-4320-9c29-87b030ab4d53,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269334
278806,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,0018832a-cb40-44ef-91d6-b196945438d9,HWR-0003771,104615,,,,,Caryophyllaceae,"Paronychia jamesii",63186,"Torr. & Gray",Paronychia,jamesii,,,"Canby, William",,,,,,,"Canby, William",,,,,,,,,,,,,,,,,,,,,,,,"United States",Colorado,"El Paso County",,"Pikes Peak, Colorado",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:28c9a2b5-2a65-448f-b433-f94263578314,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=278806
295076,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,001ed508-f9db-4fa3-90b3-8148e6d61080,HWR-0004935,122068,,,,,Violaceae,"Viola sororia",85940,Willd.,Viola,sororia,,,,,,,,,,"Olney, Stephen",,,,,,,,,,,,,,,,,,,,,,,,"United States","Rhode Island",,,"Rhode Island",,,,,,,,,,,,,,,,,,,,,"2017-11-16 10:26:32",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:f12adc51-8ed6-495b-b6b1-e1ce5a1c0750,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=295076
553389,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,00378366-e295-4aff-a5d7-e98e6a21bd2f,HWR-0005391,121011,,,,,Orchidaceae,"Spiranthes lacera var. gracilis",116124,"(Bigelow) Luer",Spiranthes,lacera,var.,gracilis,"Correll, D.",,,,,,,"Ravenel, H.",s.n.,,,,,,,,,"Dry soils",,,,,,flowering,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-12-08 09:28:43",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:750a2d8b-c2c1-46d7-8aca-ffc983a84f3d,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=553389
292408,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,004482b9-db76-40cc-8ee7-3b53775f32f7,,105561,,,,,Fabaceae,"Pediomelum canescens",64385,"(Michx.) Rydb.",Pediomelum,canescens,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,August.,,,,,,,,,,,,,,"United States","South Carolina","Aiken County",,Aiken,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:9fa999b3-a82f-4244-bed2-bdfda27fffb7,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=292408
268803,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,004e0a1f-d191-4156-95a1-e84898d552cc,HWR-0003141,100225,,,,,Cyperaceae,"Carex lupulina",26562,"Muhl. ex Willd.",Carex,lupulina,,,"Naczi, Robert",,,,,,,"Ravenel, H.",,1872-06-30,1872,6,30,182,,,,,,,,,,"flowering and fruiting",,,,,,,,"United States",Georgia,"Floyd County",,"Rome, GA",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:488b5fdb-8199-4683-a4ca-fdc88e56ef79,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268803
269096,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,008d5fc2-0b75-44c3-80fc-a58535c5f7a8,HWR-0003644,102585,,,,,Poaceae,"Dichanthelium commutatum",37192,"(Schult.) Gould",Dichanthelium,commutatum,,,"Chase, Agnes",,,,,,,"Tatnall, Edward",,,,,,,,,,,,,,,,"flowering and fruiting",,,,,,,,"United States",Delaware,"New Castle County",,Brandywine,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:46b50962-60e1-4bd7-bc0e-93f53bbe2276,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269096
287771,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,00bf9d2e-7af8-407f-b465-e055fb843b16,HWR-0004755,121084,,,,,Iridaceae,"Crocus adamii",,"J. Gay",,,,,"Caruel, Teodoro",,,,,,,"Caruel, Teodoro",,,,,,,,,,"Florentiae in pratis. Februario.",,,,,,flowering,,,,,,,,,,,,"Florence, Italy",,,,,,,,,,,,,,,,,,,,,"2016-10-11 09:33:37",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:3e3f5bdc-aaa8-4fc7-a196-67c474513d20,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287771
283327,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,00ca6750-9e64-4920-96d8-88d1c3486d47,HWR-0003786,104705,,,,,Caryophyllaceae,"Silene italica",77158,Pers.,Silene,italica,,,"Caruel, Teodoro",,,,,,,"Caruel, Teodoro",,,,,,,,,,"In montibus Etrurine"""" - in the Etrurian mountains. Collected in April.",,,,,,flowering,,,,,,,,Italy,,,,Etruria,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:006afae2-0241-4218-9f30-cfa383144ae3,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283327
283376,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,00e7b642-a1dc-4377-aa9b-cf3bc29e91ed,,104894,,,,,Bromeliaceae,"Tillandsia tenuifolia",82769,"Mez, non L.",Tillandsia,tenuifolia,,,,,,,,,,"Ravenel, H.",,1876-11-30,1876,11,30,335,,,,,,,,,,flowering,,,,,,,,"United States",Florida,"Alachua County",,Gainesville,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:1918ad7c-0f52-46dd-a3eb-e6214bf6eb6b,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283376
541863,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,00eb7947-d9c4-4d56-baca-bf026bc5dcd3,HWR-0005129,122574,,,,,Pyrolaceae,"Chimaphila maculata",28999,"(L.) Pursh",Chimaphila,maculata,,,"Ravenel, H.",,,,,,,"Mellichamp, Joseph",,,,,,,,,,"Dr. Mellichamp",,,,,,,,,,,,,,"United States","South Carolina","Beaufort County",,Bluffton,,,,,,,,,,,,,,,,,,,,,"2017-11-16 10:26:32",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:54dc6a55-dfa6-4d78-9eb9-8a0f5221e1e0,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=541863
287716,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,00f6463e-86a4-4b32-8c7b-dcd74e5278aa,HWR-0004634,120893,,,,,Poaceae,"Bouteloua simplex",23860,Lag.,Bouteloua,simplex,,,"Chase, Agnes",,,,,,,"Vasey, George",,,,,,,,,,,,,,,,flowering,,,,,,,,"United States","New Mexico","Santa Fe County",,"Santa Fe",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:29ef9f78-bd2d-4f54-a6aa-bb1996106a35,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287716
288503,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,00ff8cc3-1ed6-4f77-8e5f-eeb2d210db1e,HWR-0005423,121110,,,,,Orchidaceae,"Platythelys querceticola",67633,"(Lindl.) Garay",Platythelys,querceticola,,,"Correll, D.",,,,,,,"Chapman, Alvan",217,,,,,,,,,,,,,,,flowering,,,,,,,,"United States",Florida,,,Florida,,,,,,,,,,,,,,,,,,,,,"2017-12-08 09:28:43",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:c370b9e6-9c81-43a5-8326-ce90ab2ee78e,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=288503
287937,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,010c39eb-235d-41d2-afbc-83d5dbaa42fe,HWR-0004584,105666,,,,,Fabaceae,"Genista tinctoria",44983,L.,Genista,tinctoria,,,,,,,,,,,,,,,,,,,,,,,,,,flowering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b61dc23b-7bc1-4796-baba-decee4c35f0f,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287937
558465,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,012d3057-56bd-4e9c-909f-a4e54f4ddfd0,HWR-0005712,105622,,,,,Fabaceae,"Rhynchosia minima",71930,"(L.) DC.",Rhynchosia,minima,,,,,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,flowering,,,,,,,,"United States",,,,Louisiana,,,,,,,,,,,,,,,,,,,,,"2018-02-12 09:26:50",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:da77b7ac-8c57-4c48-a8c8-3c865bb2a792,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=558465
287866,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,0153bbed-1820-4dcb-94dc-67c05aea48a8,HWR-0004598,105755,,,,,Hippocastanaceae,"Aesculus glabra var. glabra",87495,Willd.,Aesculus,glabra,var.,glabra,"Nelson, John",,,,,,,"Mead, Samuel",,1841-11-30,1841,11,30,334,,,,"(illeg) country",,,,,,flowering,,,,,,,,"United States",Illinois,"Hancock County",,"Augusta, Illinois",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:92271654-f1fb-4a6e-94a7-6f84170e4d6c,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287866
283301,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,016a1598-2aa4-421b-8a6e-dc5579bab62f,HWR-0004013_1,104670,,,,,Cyperaceae,"Eleocharis melanocarpa",39680,Torr.,Eleocharis,melanocarpa,,,"O'Neill, Hugh",,,,,,,"Ravenel, H.",,,,,,,,,,"Open savannahs near Pineville, SC. Collected in June.",,,,,,,,,,,,,,"United States","South Carolina","Berkeley County",,"Santee Canal",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:bda37d70-8452-4712-a80a-b98d0f310d05,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283301
294245,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,017c7991-dad7-48fc-b9f7-48469bde2615,HWR-0005205,104964,,,,,Styracaceae,"Halesia diptera",46911,Ellis,Halesia,diptera,,,"Ravenel, H.",,,,,,,"W., C.",,,,,,,,,,,,"field values redacted: locality, habitat",,,,,,,,,,,,"United States","South Carolina","Greenville County",,,,,,,,,,,,,,,,,,,,,,,"2017-11-22 09:09:24",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:dca4b2ac-8e54-462f-9d7a-5f05a7e8dba2,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=294245
287563,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,018ca418-d6d1-44d1-aa20-865016df48c3,HWR-0004334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-09-21 14:43:05",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:c9d067a1-6cff-49d8-8c92-71060633c309,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287563
269377,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,01b03c43-1fda-4cda-8c28-9b0011c7e935,HWR-0001989,100233,,,,,Cyperaceae,"Carex aurea",26230,Nutt.,Carex,aurea,,,"Hermann, F.",,,,,,,"Curtis, Moses",,,,,,,,,,,,,,,,"flowering and fruiting",,,,,,,,"United States","New York",,,"New York",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:92688a31-1077-4392-a752-b04f96a3147f,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269377
268804,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,01b19c89-2c3a-4928-a994-52507d80140e,HWR-0003361,103167,,,,,Poaceae,"Dichanthelium commutatum var. commutatum",,"(J.A. Schultes) Gould",,,,,"LeBlond, Richard",,,,,,,,,,,,,,,,,"Dry rich soil",,,,,,"flowering and fruiting",,,,,,,,"United States",Florida,"Franklin County",,Apalachicola,,,,,,,,,,,,,,,,,,,,,"2016-10-11 09:33:37",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7a94f866-fff8-4519-bfd0-1b864588a044,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268804
268595,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,01b5e36b-938f-4583-a5c7-0f82730e1d19,HWR-0003153,101742,,,,,Juncaceae,"Juncus ensifolius",50843,Wikstr.,Juncus,ensifolius,,,"Hermann, F.",,,,,,,"Bolander, H.",,1866-05-31,1866,5,31,151,,,,"Very common, along streams in the wet granitic gravel, forming tufts",,,,,,"flowering and fruiting",,,,,,,,"United States",California,"Mariposa County",,"Yosemite Valley, California",,,,,,,,,,,,,4000,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:de47955b-12fb-43e0-a773-4c521795b874,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268595
268957,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,01d6afd1-023e-4d65-9a0f-a027cc759bb8,HWR-0003212,100252,,,,,Cyperaceae,"Carex viridula",26913,Michx.,Carex,viridula,,,"Hermann, F.",,,,,,,,,,,,,,,,,,,,,,,"flowering and fruiting",,,,,,,,"United States",Massachusetts,,,Massachusetts,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:131287ae-ed39-4c25-8c3a-dbd0158529a0,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268957
287919,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,01dbccb7-52ae-40f6-b7a2-c99bdd445d4b,HWR-0004683,120143,,,,,Loganiaceae,"Spigelia marilandica",79597,"(L.) L.",Spigelia,marilandica,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,flowering,,,,,,,,"United States","South Carolina",,,"Low Country",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:47c50a10-f5e3-4cf2-a05a-4dbb728f2fc6,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287919
269185,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,020c247b-2571-446f-bcef-f6c73dbda22e,HWR-0001973_1,104427,,,,,Cyperaceae,"Carex leptalea",26543,Wahlenb.,Carex,leptalea,,,"Hermann, F.",,,,,,,"Olney, Stephen",,,,,,,,,,,,,,,,"flowering and fruiting",,,,,,,,"United States","Rhode Island",,,"Rhode Island",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5975f842-bad3-42ef-aa21-1036ff4e2129,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269185
269111,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,022e0bf7-5d01-49fa-907e-8e644f1a03b1,HWR-0003804_1,104009,,,,,Euphorbiaceae,Chamaesyce,3663,"S.F. Gray",Chamaesyce,,,,"Bradley, Keith",,,,,,,"Chapman, Alvan",,,,,,,,,,,,,,,,mature,,,,,,,,"United States",Florida,"Gulf County",,"Apalachicola, Florida",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:9e5dcfd2-6569-4c4d-abad-ca750b4edaee,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269111
294286,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,0240e25a-f6df-422a-a556-373bcdc5952f,HWR-0005054,105305,,,,,Clusiaceae,"Hypericum ascyron",49317,L.,Hypericum,ascyron,,,"Mead, S.",,,,,,,"Mead, S.",,,,,,,,,,"Label unsigned but collected in Illinois + Mead's handwriting",,,,,,"flowering and fruiting",,,,,,,,"United States",Illinois,,,Illinois,,,,,,,,,,,,,,,,,,,,,"2017-11-16 10:26:32",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5bdc6aa5-2eaf-49ac-8b0c-08f109ab11b9,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=294286
269468,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,024c0806-7986-4270-a77d-8ca5d59ca654,HWR-0003747,104247,,,,,Poaceae,"Phalaris brachystachys",65950,Link,Phalaris,brachystachys,,,"Walker, D.",,,,,,,"Caruel, Teodoro",,,,,,,,,,,,,,,,"flowering and fruiting",,,,,,,,Italy,"Regione Toscana",,,Florence,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:05d49254-d255-4af8-8d55-393bdb151105,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269468
283136,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,024ddb97-8277-485d-846b-a9a7e098b537,HWR-0003834,104756,,,,,Caryophyllaceae,"Cucubalus stellatus",,L.,,,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,"Collected in August.",,,,,,flowering,,,,,,,,"United States","North Carolina",,,"French Broad",,,,,,,,,,,,,,,,,,,,,"2016-10-11 09:33:37",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:dd5725d9-dac6-4ab0-8dd3-70539832431b,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283136
269150,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,025257fc-3bae-4952-9fe6-c8c639eb555e,HWR-0003557,104258,,,,,Poaceae,"Sacciolepis striata",74128,"(L.) Nash",Sacciolepis,striata,,,"Nelson, John",,,,,,,,,1867-04-30,1867,4,30,120,,,,"damp places",,,,,,"flowering and fruiting",,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:dae3ee95-6d2c-4f46-8c31-b9cc8b638f5a,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269150
269042,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,027b7e87-8dbd-41b1-952c-840c73e1ad9d,HWR-0003607,104118,,,,,Poaceae,"Dichanthelium dichotomum var. ensifolium",97311,"(Baldwin ex Elliott) Gould & C.A. Clark",Dichanthelium,dichotomum,var.,ensifolium,"LeBlond, R.",,,,,,,"Ravenel, H.",,1869-05-24,1869,5,24,144,,,,"boggy ground",,,,,,fruiting,,,,,,,,"United States","South Carolina","Aiken County",,"Aiken, SC",,,,,,,,,,,,,,,,,,,,,"2018-02-12 09:26:50",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7e656591-dd7e-4f60-8b9c-2418e8bf4b6a,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269042
287801,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,027bf03c-1045-43ad-b697-c9b5dbc7b62f,HWR-0004663,120132,,,,,Liliaceae,"Uvularia perfoliata",84867,L.,Uvularia,perfoliata,,,"Tatnall, Edward",,,,,,,"Tatnall, Edward",,,,,,,,,,,,,,,,flowering,,,,,,,,"United States",Delaware,"New Castle County",,Brandywine,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:af50d631-5ee5-4687-9ee5-b900dddcaafb,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287801
269166,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,028a72ab-ff86-421c-a23c-a0f5362037c2,HWR-0002669,103956,,,,,Rubiaceae,"Houstonia caerulea",48926,L.,Houstonia,caerulea,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,flowering,,,,,,,,"United States","South Carolina","Aiken County",,"Aiken, South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:bd37f2eb-1ddc-4e04-9291-51050ea295e1,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269166
269350,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,028f1784-e7ee-49fa-ba99-274cf765396e,HWR-0003411,104575,,,,,Poaceae,"Spartina cynosuroides",79399,"(L.) Roth",Spartina,cynosuroides,,,"Walker, E.",,,,,,,"Tatnall, Edward",,,,,,,,,,,,,,,,flowering,,,,,,,,"United States",Delaware,"New Castle County",,"Wilmington, Delaware",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:4d94ecf7-ff4d-4566-ae46-f50b46dcc76f,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269350
287564,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,0297f854-5921-4a37-99f2-1b3d24f1d464,HWR-0004335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-09-21 14:43:05",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:01a4813e-c81d-42e0-8e0d-b02a3b855a07,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287564
558960,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,02ad483a-72a8-4116-be56-0f9fb7e7bb81,,123665,,,,,Poaceae,"Echinochloa esculenta",39421,"(A. Braun) H. Scholz",Echinochloa,esculenta,,,"Bradley, Keith",,,,,,,"Bradley, Keith",5481,2016-09-29,2016,9,29,273,,,,"Santee National Wildlife Refuge, Pine Island Unit. On east side of north-south running management road, 0.4 mi north of Lake Marion, 1.15 mi east of Colclough Pond. Persisting from intentional seeding in food plot.",,,,,,,,,,,,,,"United States","South Carolina","Clarendon County",,"Santee National Wildlife Refuge",,33.488019,-80.350728,,,,,,,,,,23,,,,,,,,"2018-05-15 09:31:52",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5884599c-b8f0-4531-95c0-cabb93b776ee,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=558960
452543,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,02bfb47a-24c8-47c0-9a2d-69b44e7bcae2,,103288,,,,,Liliaceae,"Trillium catesbaei",83920,Ell.,Trillium,catesbaei,,,,,,,,,,"Chapman, Alvan",,,,,,,,,,"Mts of Georgia",,,,,,flowering,,,,,,,,"United States",Georgia,,,Georgia,,,,,,,,,,,,,,,,,,,,,"2017-05-17 09:24:43",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:0614d25c-0cbe-45db-986e-06af310694e1,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=452543
287868,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,02c11a1e-7aea-46a0-ae22-3bab53181605,HWR-0004627,120902,,,,,Poaceae,"Axonopus furcatus",22066,"(Flüggé) Hitchc.",Axonopus,furcatus,,,"Chase, Agnes",,,,,,,"Ravenel, H.",,1885-03-31,1885,3,31,90,,,,"Low damp soils",,,,,,flowering,,,,,,,,"United States","South Carolina","Aiken County",,Aiken,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:d57002de-aa3b-4ffb-92ea-84e65a27e8d9,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287868
