id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
268890,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,1080bf02-46d3-4c3a-9671-5aa7f1de0378,HWR-0003676,104604,,,,,Poaceae,"Aristida stricta",19419,Michx.,Aristida,stricta,,,"Walker, E.",,,,,,,,,,,,,,,,,,,"field values redacted: locality",,,,flowering,,,,,,,,"United States","South Carolina","Darlington County",,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:23",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:271ffc89-6abf-4444-8955-1e99fa984745,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268890
287770,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,10ab8353-f694-4bc6-8d18-317810526b69,HWR-0004572,105678,,,,,Fabaceae,"Lupinus perennis",54498,L.,Lupinus,perennis,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,"April. Very dry soils.",,,,,,flowering,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5c91f3a3-d693-4740-8b35-22a619aa5389,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287770
286527,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,10b67141-82f6-4a58-8655-adecd6b815e7,HWR-0004423,104920,,,,,Verbenaceae,"Avicennia germinans",21994,"(L.) L.",Avicennia,germinans,,,,,,,,,,"Chapman, Alvan",,,,,,,,,,"S. Florida.",,,,,,flowering,,,,,,,,"United States",Florida,,,"S. Florida",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:c06fe191-316a-497c-9c3c-76ae7e4830d2,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=286527
283138,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,10b8f22b-705c-4e1a-b600-e7e7897bc4a8,,104822,,,,,Campanulaceae,"Lobelia elongata",53547,Small,Lobelia,elongata,,,"McVaugh, Rogers",,,,,,,"Ravenel, H.",,,,,,,,,,"Swamps; collected in September.",,,,,,flowering,,,,,,,,"United States","South Carolina",,,"Low County",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:15a651f2-f9d9-4c07-a032-5a955b26e0f9,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283138
292427,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,10cccdad-7ad6-4622-8b23-8d7fc00ef842,HWR-0004808,105388,,,,,Brassicaceae,"Sisymbrium officinale",77445,"(L.) Scop.",Sisymbrium,officinale,,,,,,,,,,"Ravenel, H.",,,,,,,,,,"St. Johns Berkeley S.C. May.",,,,,,,,,,,,,,"United States","South Carolina","Berkeley County",,"St. Johns",,,,,,,,,,,,,,,,,,,,,"2017-11-08 09:52:10",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:29663190-10eb-42e2-99a0-b1aeec76a8c4,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=292427
294332,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,10d06eed-ab97-4612-ab28-1e15587499d1,HWR-0005337,105086,,,,,Scrophulariaceae,"Bacopa caroliniana",22234,"(Walter) B.L. Rob.",Bacopa,caroliniana,,,,,,,,,,"Ravenel, H.",,,,,,,,,,"July. wet places.",,,,,,,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-11-22 09:09:23",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5bdf685b-3154-4159-9920-c29eb9d3a1ed,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=294332
268539,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,10dfa48b-75b3-4d55-a09d-212b8cb4d213,HWR-0003829,104206,,,,,Euphorbiaceae,"Stillingia sylvatica",80427,"Garden ex L.",Stillingia,sylvatica,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,"Dry soils in June",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:432f1ec3-4476-4414-8757-76c013b020a4,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268539
268486,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,10fa6ecc-503d-4c24-9281-597e74f4a3e9,USCH0000017,101609,,,,,Juncaceae,"Juncus canadensis",50819,"J. Gay ex Laharpe",Juncus,canadensis,,,"Knapp, Wesley",,,,,,Syntype,"Commons, A",,1866-09-13,1866,9,13,256,,,,,,,,,,"flowering and fruiting",,,,,,,,"United States",Maryland,"Wicomico County",,"Salisbury, Maryland",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:4a9b07ee-7edf-4212-97f0-d9d2c488769d,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268486
269176,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,1114ee34-c8f6-420f-87cc-adb4363bea75,HWR-0003491,102423,,,,,Poaceae,"Aegilops triuncialis",14350,L.,Aegilops,triuncialis,,,"Chase, Agnes",,,,,,,,,,,,,,,,,,,,,,,flowering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:496c357e-4e8a-45c5-837f-16f2496caa12,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269176
269402,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,1135d3cf-107b-4709-aeae-fac704b28a53,HWR-0003261,104221,,,,,Poaceae,"Aristida longispica",19323,Poir.,Aristida,longispica,,,"Walker, E.",,,,,,,"Ravenel, H.",,1885-08-31,1885,8,31,243,,,,,,,,,,mature,,,,,,,,"United States","South Carolina","Aiken County",,"Aiken, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:df8fd688-609d-4604-b2e4-d9b6c955aadc,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269402
282933,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,115fe1be-94b9-4bd5-b5be-124fd2ebba70,HWR-0004065,101116,,,,,Cyperaceae,"Cyperus haspan",34570,L.,Cyperus,haspan,,,"O'Neill, Hugh",,,,,,,"Ravenel, H.",,,,,,,,,,"Damp places; common. Collected Sept.-Oct.",,,,,,flowering,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:731ff4d3-1e77-4406-b042-55c97853cff6,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=282933
292534,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,11a5e73c-da64-449d-a3ea-45703171f2e4,HWR-0004804,105210,,,,,Cuscutaceae,"Cuscuta gronovii",33865,"Willd. ex J.A. Schultes",Cuscuta,gronovii,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,1881-11-02,1881,11,2,306,,,,"On low (illeg) - Altamaha Swamp.",,,,,,,,,,,,,,"United States",Georgia,"McIntosh County",,Darien,,,,,,,,,,,,,,,,,,,,,"2017-11-08 09:52:10",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:33e465ca-533a-44e5-ba98-c103fdc7ac40,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=292534
558913,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,11bb4ec2-5590-4699-8129-26677ff54ccb,USCH0033233,123661,,,,,Euphorbiaceae,"Euphorbia dentata",42900,"auct. non Michx.",Euphorbia,dentata,,,"Bradley, Keith",,,,,,,"Bradley, Keith",5325,2016-09-16,2016,9,16,260,,,,"City of Clinton. Grassy field between US76 and Main Street, 115 meters west of Thornwell St. Edge of steep slope above railroad tracks in weedy thicket.",,,,,,,,,,,,,,"United States","South Carolina","Laurens County",,Clinton,,34.473034,-81.884933,,,,,,,,,,205,,,,,,,,"2018-05-25 12:03:28",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:f8a370d3-2f14-4836-af54-da64ff8c40a8,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=558913
287644,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,11ce1f1c-6778-4ae7-b26f-252927c68dd5,HWR-0004415,105337,,,,,Clusiaceae,"Hypericum perforatum",49382,L.,Hypericum,perforatum,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,fruiting,,,,,,,,"United States","South Carolina","Aiken County",,Aiken,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2365c88a-13c8-4d2d-bc56-5eacf09aceb9,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287644
283240,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,11d9bbbe-effb-43e0-a65a-9fa434212c1c,HWR-0004064,101083,,,,,Cyperaceae,"Cyperus compressus",34507,L.,Cyperus,compressus,,,"O'Neill, Hugh",,,,,,,"Ravenel, H.",,1885-09-08,1885,9,8,251,,,,,,,,,,flowering,,,,,,,,"United States","South Carolina","Aiken County",,Aiken,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:360c9ce7-dff3-4236-8626-82c0cbfee005,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283240
558215,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,11f7b541-5b03-4f4e-a5f1-bcf8eb80a739,HWR-0005605,105816,,,,,Fabaceae,"Desmodium fernaldii",36738,Schub.,Desmodium,fernaldii,,,"Schubert, Bernice",,,,,,,"Ravenel, H.",,1885-09-14,1885,9,14,257,,,,,,,,,,flowering,,,,,,,,"United States","South Carolina","Aiken County",,Aiken,,,,,,,,,,,,,,,,,,,,,"2018-01-26 09:33:26",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:69c911fb-d25f-408f-824b-94ede19dff06,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=558215
283176,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,11f83476-14f4-4e99-8e93-cfa51acf6f71,HWR-0004027,100759,,,,,Cyperaceae,"Cyperus bipartitus",34495,Torr.,Cyperus,bipartitus,,,"O'Neill, Hugh",,,,,,,"Ravenel, H.",,,,,,,,,,"Damp; collected in September.",,,,,,flowering,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:a2558ddc-d79d-4f4f-a67c-226fd276a2e8,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283176
558446,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,11faabe5-8ba2-4cb1-b328-9e2b20fad586,HWR-0005686,105599,,,,,Fabaceae,"Crotalaria rotundifolia",33404,"Walt. ex J.F. Gmel.",Crotalaria,rotundifolia,,,,,,,,,,"Ravenel, H.",,,,,,,,,,"May - July; fertile soils",,,,,,,,,,,,,,"United States",,,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2018-02-12 09:26:50",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:c2969567-a621-48b3-a3d7-ffc2d0743f0b,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=558446
268794,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,1202bf44-c544-45cb-b6e0-353add9e019f,HWR-0003690,104396,,,,,Rubiaceae,"Hedyotis nigricans var. nigricans",102244,"(Lam.) Fosberg",Hedyotis,nigricans,var.,nigricans,,,,,,,,"Ravenel, H.",,1869-05-30,1869,5,30,150,,,,,,,,,,flowering,,,,,,,,"United States",Texas,"Nueces County",,Indianola,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:a047ab06-d7b1-426f-8631-8ae73b99226d,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268794
282975,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,120605fb-7149-4ec0-899d-096838722ef1,HWR-0004062,101081,,,,,Cyperaceae,"Cyperus compressus",34507,L.,Cyperus,compressus,,,"O'Neill, Hugh",,,,,,,"Ravenel, H.",,,,,,,,,,"Dry fertile soils in my yard"""". Collected in August.",,,,,,flowering,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:cf7529cc-bf77-4aa5-844b-3b3d2947b1a8,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=282975
553455,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,12249d49-51d7-43b0-855c-9d8299c4b0e8,HWR-0005477,121172,,,,,Poaceae,"Muhlenbergia capillaris",57778,"(Lam.) Trin.",Muhlenbergia,capillaris,,,"Chase, Agnes",,,,,,,"Ravenel, H.",,,,,,,,,,"Dry pastures (September)",,,,,,"flowering and fruiting",,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-12-08 09:28:43",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:311d81f5-b9dd-4aa4-86c0-8a20c949b0af,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=553455
283344,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,1229e8d5-178a-4ab1-986d-14789f3ffd38,HWR-0003862,104640,,,,,Cyperaceae,"Fimbristylis annua",43981,"(All.) Roem. & Schult.",Fimbristylis,annua,,,"O'Neill, Hugh",,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,"flowering and fruiting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:706c8527-af28-402f-8223-b65c2b7978f3,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283344
294303,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,127888ee-ca80-4740-98ec-664a0a928d6b,HWR-0005364,105096,,,,,Scrophulariaceae,"Gratiola neglecta",46394,Torr.,Gratiola,neglecta,,,,,,,,,,"Tatnall, Edward",,,,,,,,,,,,,,,,,,,,,,,,"United States",Delaware,"New Castle County",,"New Castle",,,,,,,,,,,,,,,,,,,,,"2017-11-22 09:09:23",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:f21916c2-015b-48de-b3d7-37f7bcc0a665,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=294303
268934,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,127e784c-4492-4ea7-9e36-e6b2a4f2fdba,HWR-0001979,100380,,,,,Cyperaceae,"Carex heteroneura var. chalciolepis",93340,"(T. Holm) F.J. Herm.",Carex,heteroneura,var.,chalciolepis,"Hermann, F.",,,,,,,"Vasey, George",597,,,,,,,,,,,,,,,"flowering and fruiting",,,,,,,,"United States",Colorado,,,"Rocky Mountains, Colorado",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:8b469dfb-5cea-477b-b070-5fc136dca93e,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268934
292405,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,12919520-2145-413c-ba0f-f46b21fe1060,HWR-0005161,105556,,,,,Fabaceae,"Orbexilum lupinellum",60311,"(Michx.) Isely",Orbexilum,lupinellum,,,"Ravenel, H.",,,,,,,,,,,,,,,,,,,"field values redacted: locality, habitat",,,,flowering,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,,"2017-11-16 10:26:34",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:fbfb4dae-c890-4b06-a49d-6604d2b4b159,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=292405
269483,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,1298410a-73ae-43cf-95f3-81a72c076249,HWR-0003192,101623,,,,,Juncaceae,"Juncus stygius",50936,L.,Juncus,stygius,,,"Knapp, Wesley",,,,,,,"Vasey, George",,,,,,,,,,,,,,,,,,,,,,,,"United States","New York","Jefferson County",,"Perch Lake",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:58296fbd-96fb-454a-b2ae-5966d02ad025,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=269483
287513,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,12b62dee-f561-462f-82b0-534a1cec6be7,HWR-0004284,105470,,,,,Ericaceae,"Vaccinium pallidum",84935,Ait.,Vaccinium,pallidum,,,,,,,,,,,,,,,,,,,,,,,,,,flowering,,,,,,,,"United States","Rhode Island",,,"Rhode Island",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:0cdc5de3-f70e-479d-b76c-800176b24841,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=287513
268689,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,12de2949-5800-47d5-ab44-9ece948bf382,HWR-0003009,101080,,,,,Juncaceae,"Juncus balticus var. littoralis",103546,Engelm.,Juncus,balticus,var.,littoralis,"Knapp, Wesley",,,,,,,"Lapham, Increase",,1866-07-31,1866,7,31,212,,,,"Sandy beach of Lake Michigan, near Milwaukee, with Juncus alpinus, Corispermum hyssopifolium, Cakile Americana, Euphorbia polygonifolia, etc.",,,,,,"flowering and fruiting",,,,,,,,,,,,"Lake Michigan",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:9bae6a0a-9dc0-4704-911c-afae98cb1350,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268689
541190,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,12ecdf78-6936-46b7-b361-9d86bcb18f5e,,122415,,,,,Agavaceae,"Yucca filamentosa",86734,L.,Yucca,filamentosa,,,"Nelson, John",,,,,,,"Ravenel, H.",,,,,,,,,,"From Dr. Mellichamp",,,,,,,,,,,,,,"United States","South Carolina","Beaufort County",,Bluffton,,,,,,,,,,,,,,,,,,,,,"2017-09-01 14:14:56",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b235b7dc-e1d3-43dc-9ace-aaa4b8097950,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=541190
541192,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,12f5fa65-7225-4d94-b215-822531833456,,122417,,,,,Agavaceae,"Yucca aloifolia",86714,L.,Yucca,aloifolia,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,"cult. in Aiken SC",,,,,,,,,,,,,,"United States","South Carolina","Aiken County",,Aiken,,,,,,,,,,,,,,,,,,,,,"2017-09-01 14:14:56",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:eefc7456-857c-424e-959f-d623c73003a9,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=541192
283361,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,131d2d10-6fa7-41f4-b599-3f6e1b489d18,,104853,,,,,Capparaceae,"Cynophalla flexuosa",34452,"(L.) J. Presl",Cynophalla,flexuosa,,,"Nelson, John",,,,,,,"Chapman, Alvan",,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,"Keys of South Florida",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:92edc6ef-9c00-4d0e-a7e9-f35d8c98e4d7,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283361
283091,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,1335cb8a-41b2-41dd-8ca6-7a8c92ad6af6,HWR-0004181,104731,,,,,Poaceae,"Dichanthelium scabriusculum",37247,"(Ell.) Gould & C.A. Clark",Dichanthelium,scabriusculum,,,"Chase, Agnes",,,,,,,"Ravenel, H.",,,,,,,,,,"Damp pineland, collected in June.",,,,,,flowering,,,,,,,,"United States","South Carolina","Berkeley County",,"Santee Canal",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:41158377-7c7f-423a-aa61-f7b46d1288c4,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283091
292437,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,13646c2e-a8d7-4c33-b2bc-5229a2040877,HWR-0004809,105387,,,,,Brassicaceae,"Descurainia sophia",36684,"(L.) Webb ex Prantl",Descurainia,sophia,,,,,,,,,,"Mead, Samuel",,,,,,,,,,Illinois,,,,,,"flowering and fruiting",,,,,,,,"United States",Illinois,,,Illinois,,,,,,,,,,,,,,,,,,,,,"2017-11-08 09:52:10",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:c8f90305-2bde-479c-b9be-083152c81883,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=292437
283340,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,136d2946-eaa2-410c-8792-06e49cb51861,HWR-0004155,102520,,,,,Poaceae,"Agrostis perennans",15499,"(Walter) Tuck.",Agrostis,perennans,,,"Chase, Agnes",,,,,,,"Ravenel, H.",,,,,,,,,,"Side of ditches; collected in Sept.",,,,,,flowering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:59f9aea6-83b6-4e1f-a231-2eb2a0572fb0,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=283340
294282,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,136dfea2-f473-4e9a-8283-32ff77bddc3c,HWR-0005259,105279,,,,,Brassicaceae,"Rorippa pyrenaica",,"(All.) Rchb.",,,,,"Ravenel, H.",,,,,,,"Jarris, P.",,,,,,,,,,"Year = 188x",,,,,,flowering,,,,,,,,"Republic of France",,,,France,,,,,,,,,,,,,,,,,,,,,"2017-11-22 09:09:22",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:9d9dab18-1dd6-4ae7-97b4-18dde6b1aaf5,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=294282
558204,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,1379fe28-eba6-4880-bc70-c7aa62adbba1,HWR-0005594,105805,,,,,Gentianaceae,"Sabatia bartramii",73986,Wilbur,Sabatia,bartramii,,,,,,,,,,"Ravenel, H.",,,,,,,,,,,,"field values redacted: locality",,,,flowering,,,,,,,,"United States","South Carolina","Aiken County",,,,,,,,,,,,,,,,,,,,,,,"2018-01-26 09:33:28",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:79173ea0-7712-43a4-b37c-83f3dfe1e529,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=558204
294362,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,13896823-2b6d-4947-bfc1-be5d84358cd2,HWR-0005176,121955,,,,,Poaceae,"Axonopus fissifolius",22062,"(Raddi) Kuhlm.",Axonopus,fissifolius,,,"Chase, Agnes",,,,,,,"Ravenel, H.",33,1869-04-09,1869,4,9,99,,,,pastures,,,,,,,,,,,,,,"United States",Texas,"Harris County",,Houston,,,,,,,,,,,,,,,,,,,,,"2017-11-22 09:09:23",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:330f58cc-e87e-4ae3-9e66-e465b84acbb4,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=294362
268617,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,139c5dc9-8526-4c25-82fc-228ac428bd01,HWR-0003024,101634,,,,,Juncaceae,"Juncus longii",50876,Fern.,Juncus,longii,,,"Knapp, Wesley",,,,,,,"Ravenel, H.",,,,,,,,,,"June 21""""",,,,,,"flowering and fruiting",,,,,,,,"United States","South Carolina","Aiken County",,"Aiken, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7cf97f5b-e448-4b1f-885b-15ffe03a8a0b,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=268617
